GONo	ABNo	Time	Vb [m3]	VbT [m3]	Vm [m3]	VmT [m3]	p.Day [ bar]	T.Day [{C]	K.Day	C.Day	St.2	St.4	St.7	St.6	StSy	Ev	Check
6770	284	2024-05-01,06:00:00	3.8476	3.8476	4	4	0.9933	34.67	1.00049	0.91517	0	14	0	0	15	0x8103	CRC Ok
6794	285	2024-05-02,06:00:00	3.8476	3.8476	4	4	0.99336	34.65	1.00048	0.91528	0	14	0	0	15	0x8103	CRC Ok
6818	286	2024-05-03,06:00:00	3.8476	3.8476	4	4	0.99503	34.14	1.00047	0.91837	0	14	0	0	15	0x8103	CRC Ok
6842	287	2024-05-04,06:00:00	3.8476	3.8476	4	4	0.99936	32.86	1.00044	0.92624	0	14	0	0	15	0x8103	CRC Ok
6866	288	2024-05-05,06:00:00	3.8476	3.8476	4	4	0.99853	32.99	1.00045	0.92507	0	14	0	0	15	0x8103	CRC Ok
6890	289	2024-05-06,06:00:00	3.8476	3.8476	4	4	0.99825	32.01	1.00042	0.92781	0	14	0	0	15	0x8103	CRC Ok
6914	290	2024-05-07,06:00:00	3.8476	3.8476	4	4	1.00323	29.08	1.00035	0.94156	0	14	0	0	15	0x8103	CRC Ok
6938	291	2024-05-08,06:00:00	3.8476	3.8476	4	4	1.00565	27.96	1.00033	0.94735	0	14	0	0	15	0x8103	CRC Ok
6962	292	2024-05-09,06:00:00	3.8476	3.8476	4	4	1.00574	27.69	1.00032	0.94828	0	14	0	0	15	0x8103	CRC Ok
6986	293	2024-05-10,06:00:00	3.8476	3.8476	4	4	1.00447	28.15	1.00033	0.94563	0	14	0	0	15	0x8103	CRC Ok
7010	294	2024-05-11,06:00:00	3.8476	3.8476	4	4	1.00416	29.09	1.00035	0.94239	0	14	0	0	15	0x8103	CRC Ok
7034	295	2024-05-12,06:00:00	3.8476	3.8476	4	4	1.00593	28.46	1.00034	0.94605	0	14	0	0	15	0x8103	CRC Ok
7058	296	2024-05-13,06:00:00	3.8476	3.8476	4	4	1.00532	28.67	1.00034	0.94481	0	14	0	0	15	0x8103	CRC Ok
7082	297	2024-05-14,06:00:00	3.8476	3.8476	4	4	1.00381	29.7	1.00037	0.94016	0	14	0	0	15	0x8103	CRC Ok
7106	298	2024-05-15,06:00:00	3.8476	3.8476	4	4	1.00307	30.53	1.00039	0.93687	0	14	0	0	15	0x8103	CRC Ok
7130	299	2024-05-16,06:00:00	3.8476	3.8476	4	4	1.00381	30.78	1.00039	0.93679	0	14	0	0	15	0x8103	CRC Ok
7154	300	2024-05-17,06:00:00	3.8476	3.8476	4	4	1.0017	31.65	1.00041	0.93213	0	14	0	0	15	0x8103	CRC Ok
7178	301	2024-05-18,06:00:00	3.8476	3.8476	4	4	0.99965	32.52	1.00043	0.92755	0	14	0	0	15	0x8103	CRC Ok
7202	302	2024-05-19,06:00:00	3.8476	3.8476	4	4	0.99979	31.16	1.0004	0.93185	0	14	0	0	15	0x8103	CRC Ok
7226	303	2024-05-20,06:00:00	3.8476	3.8476	4	4	0.99932	30.14	1.00038	0.93457	0	14	0	0	15	0x8103	CRC Ok
7250	304	2024-05-21,06:00:00	3.8476	3.8476	4	4	1.00048	29.55	1.00037	0.93748	0	14	0	0	15	0x8103	CRC Ok
7274	305	2024-05-22,06:00:00	3.8476	3.8476	4	4	0.99964	30.19	1.00038	0.93471	0	14	0	0	15	0x8103	CRC Ok
7298	306	2024-05-23,06:00:00	3.8476	3.8476	4	4	0.99903	31.32	1.00041	0.93064	0	14	0	0	15	0x8103	CRC Ok
7322	307	2024-05-24,06:00:00	3.8476	3.8476	4	4	0.9963	32.41	1.00044	0.92477	0	14	0	0	15	0x8103	CRC Ok
7346	308	2024-05-25,06:00:00	3.8476	3.8476	4	4	0.99392	33.35	1.00046	0.91973	0	14	0	0	15	0x8103	CRC Ok
7370	309	2024-05-26,06:00:00	3.8476	3.8476	4	4	0.99245	33.85	1.00047	0.91685	0	14	0	0	15	0x8103	CRC Ok
7394	310	2024-05-27,06:00:00	3.8476	3.8476	4	4	0.99084	32.22	1.00044	0.92028	0	14	0	0	15	0x8103	CRC Ok
7418	311	2024-05-28,06:00:00	3.8476	3.8476	4	4	0.98345	29.44	1.0004	0.92184	0	14	0	0	15	0x8103	CRC Ok
7442	312	2024-05-29,06:00:00	3.8476	3.8476	4	4	0.99269	28.94	1.00037	0.93207	0	14	0	0	15	0x8103	CRC Ok
7466	313	2024-05-30,06:00:00	3.8476	3.8476	4	4	0.99441	30.37	1.00039	0.92924	0	14	0	0	15	0x8103	CRC Ok
7490	314	2024-05-31,06:00:00	3.8476	3.8476	4	4	0.99672	30.86	1.0004	0.92992	0	14	0	0	15	0x8103	CRC Ok
7514	315	2024-06-01,06:00:00	3.8476	3.8476	4	4	0.9982	30.66	1.0004	0.93192	0	14	0	0	15	0x8103	CRC Ok
7538	316	2024-06-02,06:00:00	3.8476	3.8476	4	4	0.99901	31.07	1.0004	0.9314	0	14	0	0	15	0x8103	CRC Ok
7562	317	2024-06-03,06:00:00	3.8476	3.8476	4	4	0.99894	31.73	1.00042	0.92929	0	14	0	0	15	0x8103	CRC Ok
7586	318	2024-06-04,06:00:00	3.8476	3.8476	4	4	0.99844	31.82	1.00042	0.92856	0	14	0	0	15	0x8103	CRC Ok
7610	319	2024-06-05,06:00:00	3.8476	3.8476	4	4	0.9992	31.14	1.0004	0.93136	0	14	0	0	15	0x8103	CRC Ok
7634	320	2024-06-06,06:00:00	3.8476	3.8476	4	4	0.99921	31.13	1.0004	0.93142	0	14	0	0	15	0x8103	CRC Ok
7658	321	2024-06-07,06:00:00	3.8476	3.8476	4	4	0.99897	30.63	1.00039	0.93274	0	14	0	0	15	0x8103	CRC Ok
7682	322	2024-06-08,06:00:00	3.8476	3.8476	4	4	0.99759	30.37	1.00039	0.93223	0	14	0	0	15	0x8103	CRC Ok
7706	323	2024-06-09,06:00:00	3.8476	3.8476	4	4	0.99628	30.51	1.00039	0.93059	0	14	0	0	15	0x8103	CRC Ok
7730	324	2024-06-10,06:00:00	3.8476	3.8476	4	4	0.99631	30.94	1.00041	0.92927	0	14	0	0	15	0x8103	CRC Ok
7754	325	2024-06-11,06:00:00	3.8476	3.8476	4	4	0.99758	29.76	1.00038	0.93411	0	14	0	0	15	0x8103	CRC Ok
7778	326	2024-06-12,06:00:00	3.8476	3.8476	4	4	0.99627	30.63	1.0004	0.9302	0	14	0	0	15	0x8103	CRC Ok
7802	327	2024-06-13,06:00:00	3.8476	3.8476	4	4	0.99623	31.5	1.00042	0.92749	0	14	0	0	15	0x8103	CRC Ok
7826	328	2024-06-14,06:00:00	3.8476	3.8476	4	4	0.99564	31.51	1.00042	0.9269	0	14	0	0	15	0x8103	CRC Ok
7850	329	2024-06-15,06:00:00	4823.6591	4823.6591	3226	3226	1.34382	32.43	0.99984	1.24779	0	14	0	0	15	0x8103	CRC Ok
7874	330	2024-06-16,06:00:00	8736.1836	8736.1836	5587	5587	1.99593	32.61	0.99872	1.85555	0	14	0	0	15	0x8103	CRC Ok
7898	331	2024-06-17,06:00:00	12736.0469	12736.0469	7806	7806	2.05409	33.02	0.99864	1.90687	0	14	0	0	15	0x8103	CRC Ok
7922	332	2024-06-18,06:00:00	15450.434	15450.434	9183	9183	2.24814	32.72	0.9983	2.08974	0	14	0	0	15	0x8103	CRC Ok
7946	333	2024-06-19,06:00:00	17264.4294	17264.4294	10176	10176	2.2783	32	0.9982	2.12341	0	14	0	0	15	0x8103	CRC Ok
7970	334	2024-06-20,06:00:00	23629.0083	23629.0083	13426	13426	2.25347	31.17	0.99821	2.10537	0	14	0	0	15	0x8103	CRC Ok
7994	335	2024-06-21,06:00:00	28012.6489	28012.6489	15981	15981	1.39404	29.68	0.99969	1.30428	0	14	0	0	15	0x8103	CRC Ok
8018	336	2024-06-22,06:00:00	28017.3252	28017.3252	15986	15986	0.99709	29.26	1.00037	0.93523	0	14	0	0	15	0x8103	CRC Ok
8042	337	2024-06-23,06:00:00	28023.8836	28023.8836	15993	15993	0.99751	29.27	1.00037	0.93559	0	14	0	0	15	0x8103	CRC Ok
8070	338	2024-06-24,06:00:00	28036.8562	28036.8562	16007	16007	0.99603	31.07	1.0004	0.92863	0	14	0	0	15	0x8103	CRC Ok
8094	339	2024-06-25,06:00:00	28037.7818	28037.7818	16008	16008	0.99605	30.26	1.00039	0.93113	0	14	0	0	15	0x8103	CRC Ok
8118	340	2024-06-26,06:00:00	28040.5709	28040.5709	16011	16011	0.99559	30.48	1.0004	0.93002	0	14	0	0	15	0x8103	CRC Ok
8142	341	2024-06-27,06:00:00	28041.5014	28041.5014	16012	16012	0.9966	30.72	1.0004	0.93025	0	14	0	0	15	0x8103	CRC Ok
8166	342	2024-06-28,06:00:00	28041.5014	28041.5014	16012	16012	0.99752	30.97	1.0004	0.9303	0	14	0	0	15	0x8103	CRC Ok
8190	343	2024-06-29,06:00:00	28041.5014	28041.5014	16012	16012	0.99519	30.73	1.0004	0.92888	0	14	0	0	15	0x8103	CRC Ok
8214	344	2024-06-30,06:00:00	28041.5014	28041.5014	16012	16012	0.99527	30.14	1.00039	0.93077	0	14	0	0	15	0x8103	CRC Ok
8238	345	2024-07-01,06:00:00	28041.5014	28041.5014	16012	16012	0.99523	29.53	1.00038	0.93263	0	14	0	0	15	0x8103	CRC Ok
8262	346	2024-07-02,06:00:00	28041.5014	28041.5014	16012	16012	0.99459	29.16	1.00037	0.93318	0	14	0	0	15	0x8103	CRC Ok
8286	347	2024-07-03,06:00:00	28041.5014	28041.5014	16012	16012	0.99452	28.83	1.00036	0.93412	0	14	0	0	15	0x8103	CRC Ok
8310	348	2024-07-04,06:00:00	28041.5014	28041.5014	16012	16012	0.99703	28.64	1.00035	0.93709	0	14	0	0	15	0x8103	CRC Ok
8334	349	2024-07-05,06:00:00	28041.5014	28041.5014	16012	16012	0.9986	28.56	1.00035	0.93882	0	14	0	0	15	0x8103	CRC Ok
8358	350	2024-07-06,06:00:00	28041.5014	28041.5014	16012	16012	0.99777	28.6	1.00035	0.93791	0	14	0	0	15	0x8103	CRC Ok
8382	351	2024-07-07,06:00:00	28041.5014	28041.5014	16012	16012	0.99774	29.07	1.00036	0.93641	0	14	0	0	15	0x8103	CRC Ok
8406	352	2024-07-08,06:00:00	28041.5014	28041.5014	16012	16012	0.99838	29.82	1.00038	0.93467	0	14	0	0	15	0x8103	CRC Ok
8430	353	2024-07-09,06:00:00	28041.5014	28041.5014	16012	16012	0.99879	30.25	1.00039	0.93373	0	14	0	0	15	0x8103	CRC Ok
8454	354	2024-07-10,06:00:00	28041.5014	28041.5014	16012	16012	1.00001	30.13	1.00039	0.93526	0	14	0	0	15	0x8103	CRC Ok
8478	355	2024-07-11,06:00:00	28041.5014	28041.5014	16012	16012	0.99924	30.26	1.00039	0.93412	0	14	0	0	15	0x8103	CRC Ok
8502	356	2024-07-12,06:00:00	28041.5014	28041.5014	16012	16012	0.99594	30.25	1.00039	0.93106	0	14	0	0	15	0x8103	CRC Ok
8526	357	2024-07-13,06:00:00	28041.5014	28041.5014	16012	16012	0.99541	29.38	1.00037	0.93326	0	14	0	0	15	0x8103	CRC Ok
8550	358	2024-07-14,06:00:00	28041.5014	28041.5014	16012	16012	0.99393	29.55	1.00038	0.93133	0	14	0	0	15	0x8103	CRC Ok
8574	359	2024-07-15,06:00:00	28041.5014	28041.5014	16012	16012	0.99434	30.03	1.00039	0.93025	0	14	0	0	15	0x8103	CRC Ok
8598	360	2024-07-16,06:00:00	28041.5014	28041.5014	16012	16012	0.99603	30.54	1.00039	0.93026	0	14	0	0	15	0x8103	CRC Ok
8622	361	2024-07-17,06:00:00	28041.5014	28041.5014	16012	16012	0.99682	30.56	1.00039	0.93093	0	14	0	0	15	0x8103	CRC Ok
8646	362	2024-07-18,06:00:00	28041.5014	28041.5014	16012	16012	0.9953	31.11	1.00041	0.92783	0	14	0	0	15	0x8103	CRC Ok
8670	363	2024-07-19,06:00:00	28041.5014	28041.5014	16012	16012	0.99293	32.3	1.00044	0.92199	0	14	0	0	15	0x8103	CRC Ok
8694	364	2024-07-20,06:00:00	28041.5014	28041.5014	16012	16012	0.99234	32.56	1.00045	0.92065	0	14	0	0	15	0x8103	CRC Ok
8718	365	2024-07-21,06:00:00	28041.5014	28041.5014	16012	16012	0.99414	32.01	1.00043	0.92398	0	14	0	0	15	0x8103	CRC Ok
8742	366	2024-07-22,06:00:00	28041.5014	28041.5014	16012	16012	0.99492	31.35	1.00042	0.92673	0	14	0	0	15	0x8103	CRC Ok
8766	367	2024-07-23,06:00:00	28041.5014	28041.5014	16012	16012	0.99554	30.62	1.0004	0.92956	0	14	0	0	15	0x8103	CRC Ok
8790	368	2024-07-24,06:00:00	28041.5014	28041.5014	16012	16012	0.99252	30.19	1.00039	0.92804	0	14	0	0	15	0x8103	CRC Ok
8814	369	2024-07-25,06:00:00	28041.5014	28041.5014	16012	16012	0.98929	30.25	1.0004	0.92483	0	14	0	0	15	0x8103	CRC Ok
8838	370	2024-07-26,06:00:00	28041.5014	28041.5014	16012	16012	0.98761	30.59	1.00041	0.92222	0	14	0	0	15	0x8103	CRC Ok
8862	371	2024-07-27,06:00:00	28041.5014	28041.5014	16012	16012	0.98845	30.96	1.00042	0.92187	0	14	0	0	15	0x8103	CRC Ok
8886	372	2024-07-28,06:00:00	28041.5014	28041.5014	16012	16012	0.99231	31.21	1.00042	0.9247	0	14	0	0	15	0x8103	CRC Ok
8910	373	2024-07-29,06:00:00	28041.5014	28041.5014	16012	16012	0.99236	31.67	1.00043	0.92336	0	14	0	0	15	0x8103	CRC Ok
8934	374	2024-07-30,06:00:00	28041.5014	28041.5014	16012	16012	0.99365	31.37	1.00042	0.92549	0	14	0	0	15	0x8103	CRC Ok
8958	375	2024-07-31,06:00:00	28041.5014	28041.5014	16012	16012	0.99565	30.95	1.00041	0.92865	0	14	0	0	15	0x8103	CRC Ok
8982	376	2024-08-01,06:00:00	28041.5014	28041.5014	16012	16012	0.9946	30.83	1.0004	0.92801	0	14	0	0	15	0x8103	CRC Ok
9006	377	2024-08-02,06:00:00	28041.5014	28041.5014	16012	16012	0.99497	29.15	1.00037	0.93357	0	14	0	0	15	0x8103	CRC Ok
9030	378	2024-08-03,06:00:00	28041.5014	28041.5014	16012	16012	0.99777	28.25	1.00035	0.93901	0	14	0	0	15	0x8103	CRC Ok
9054	379	2024-08-04,06:00:00	28041.5014	28041.5014	16012	16012	1.00097	28.22	1.00034	0.94211	0	14	0	0	15	0x8103	CRC Ok
9078	380	2024-08-05,06:00:00	28041.5014	28041.5014	16012	16012	1.00079	28.79	1.00035	0.94014	0	14	0	0	15	0x8103	CRC Ok
9102	381	2024-08-06,06:00:00	28041.5014	28041.5014	16012	16012	0.99952	29.1	1.00036	0.93799	0	14	0	0	15	0x8103	CRC Ok
9126	382	2024-08-07,06:00:00	28041.5014	28041.5014	16012	16012	0.99843	29.27	1.00037	0.93642	0	14	0	0	15	0x8103	CRC Ok
9150	383	2024-08-08,06:00:00	28041.5014	28041.5014	16012	16012	0.99912	29.51	1.00037	0.93635	0	14	0	0	15	0x8103	CRC Ok
9174	384	2024-08-09,06:00:00	28041.5014	28041.5014	16012	16012	1.0012	29.42	1.00036	0.93858	0	14	0	0	15	0x8103	CRC Ok
9198	385	2024-08-10,06:00:00	28041.5014	28041.5014	16012	16012	1.00163	29.22	1.00035	0.93961	0	14	0	0	15	0x8103	CRC Ok
9222	386	2024-08-11,06:00:00	28041.5014	28041.5014	16012	16012	0.99991	29.54	1.00037	0.93698	0	14	0	0	15	0x8103	CRC Ok
9246	387	2024-08-12,06:00:00	28041.5014	28041.5014	16012	16012	0.99928	29.51	1.00037	0.93649	0	14	0	0	15	0x8103	CRC Ok
9270	388	2024-08-13,06:00:00	28041.5014	28041.5014	16012	16012	0.99979	29.45	1.00037	0.93715	0	14	0	0	15	0x8103	CRC Ok
9294	389	2024-08-14,06:00:00	28041.5014	28041.5014	16012	16012	0.99988	29.84	1.00038	0.93602	0	14	0	0	15	0x8103	CRC Ok
9318	390	2024-08-15,06:00:00	28041.5014	28041.5014	16012	16012	0.99927	30.36	1.00039	0.93383	0	14	0	0	15	0x8103	CRC Ok
9342	391	2024-08-16,06:00:00	28041.5014	28041.5014	16012	16012	0.99779	30.69	1.00039	0.93142	0	14	0	0	15	0x8103	CRC Ok
9366	392	2024-08-17,06:00:00	28041.5014	28041.5014	16012	16012	0.9976	30.25	1.00039	0.93261	0	14	0	0	15	0x8103	CRC Ok
9390	393	2024-08-18,06:00:00	28041.5014	28041.5014	16012	16012	0.99841	29.32	1.00037	0.93627	0	14	0	0	15	0x8103	CRC Ok
9414	394	2024-08-19,06:00:00	28041.5014	28041.5014	16012	16012	0.99926	28.54	1.00035	0.93948	0	14	0	0	15	0x8103	CRC Ok
9438	395	2024-08-20,06:00:00	28041.5014	28041.5014	16012	16012	0.99825	28.01	1.00034	0.94023	0	14	0	0	15	0x8103	CRC Ok
9462	396	2024-08-21,06:00:00	28041.5014	28041.5014	16012	16012	1.00037	28.36	1.00035	0.94111	0	14	0	0	15	0x8103	CRC Ok
9486	397	2024-08-22,06:00:00	28041.5014	28041.5014	16012	16012	1.00075	28.18	1.00034	0.94203	0	14	0	0	15	0x8103	CRC Ok
9510	398	2024-08-23,06:00:00	28041.5014	28041.5014	16012	16012	1.00137	27.6	1.00032	0.94444	0	14	0	0	15	0x8103	CRC Ok
9534	399	2024-08-24,06:00:00	28041.5014	28041.5014	16012	16012	1.00215	27.79	1.00033	0.9446	0	14	0	0	15	0x8103	CRC Ok
9558	400	2024-08-25,06:00:00	28041.5014	28041.5014	16012	16012	1.00112	28.39	1.00034	0.94172	0	14	0	0	15	0x8103	CRC Ok
9582	401	2024-08-26,06:00:00	28041.5014	28041.5014	16012	16012	0.99894	28.14	1.00034	0.94046	0	14	0	0	15	0x8103	CRC Ok
9606	402	2024-08-27,06:00:00	28041.5014	28041.5014	16012	16012	1.00102	27.76	1.00033	0.94359	0	14	0	0	15	0x8103	CRC Ok
9630	403	2024-08-28,06:00:00	28041.5014	28041.5014	16012	16012	1.00237	28.17	1.00034	0.94358	0	14	0	0	15	0x8103	CRC Ok
9654	404	2024-08-29,06:00:00	28041.5014	28041.5014	16012	16012	1.00114	28.62	1.00035	0.941	0	14	0	0	15	0x8103	CRC Ok
9678	405	2024-08-30,06:00:00	28041.5014	28041.5014	16012	16012	1.00002	29.24	1.00036	0.93804	0	14	0	0	15	0x8103	CRC Ok
9702	406	2024-08-31,06:00:00	28041.5014	28041.5014	16012	16012	0.9999	30.08	1.00038	0.93528	0	14	0	0	15	0x8103	CRC Ok
